1002540394	20200904	202009	2020	2020.6685	CHE	GENEVA	CHE																		0	070	070	07	2	7.0	1	1	1	-0.51948051948052	3	Lake Geneva, Wisconsin, United States	US	USWI	WI127	42.5917	-88.4334	1581223	0								3	Lake Geneva, Wisconsin, United States	US	USWI		42.5917	-88.4334	1581223	20210904141500	https://www.lakegenevanews.net/news/local/lake-geneva-and-other-lakefront-communities-contribute-additional-funding-to-geneva-lake-law-enforcement-agency/article_6ae10218-3272-5ca2-afb2-f3ac2e206ea4.html
1002540395	20200904	202009	2020	2020.6685	CHE	GENEVA	CHE																		0	071	071	07	2	7.4	1	1	1	-0.51948051948052	3	Lake Geneva, Wisconsin, United States	US	USWI	WI127	42.5917	-88.4334	1581223	0								3	Lake Geneva, Wisconsin, United States	US	USWI		42.5917	-88.4334	1581223	20210904141500	https://www.lakegenevanews.net/news/local/lake-geneva-and-other-lakefront-communities-contribute-additional-funding-to-geneva-lake-law-enforcement-agency/article_6ae10218-3272-5ca2-afb2-f3ac2e206ea4.html
1002540396	20200904	202009	2020	2020.6685	CHE	GENEVA	CHE								COP	LAW ENFORCEMENT AGENCY						COP			0	070	070	07	2	7.0	4	1	4	-0.51948051948052	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20210904141500	https://www.lakegenevanews.net/news/local/lake-geneva-and-other-lakefront-communities-contribute-additional-funding-to-geneva-lake-law-enforcement-agency/article_6ae10218-3272-5ca2-afb2-f3ac2e206ea4.html
1002540397	20200904	202009	2020	2020.6685	CHE	GENEVA	CHE								COP	LAW ENFORCEMENT AGENCY						COP			0	070	070	07	2	7.0	1	1	1	-0.51948051948052	3	Lake Geneva, Wisconsin, United States	US	USWI	WI127	42.5917	-88.4334	1581223	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	3	Lake Geneva, Wisconsin, United States	US	USWI		42.5917	-88.4334	1581223	20210904141500	https://www.lakegenevanews.net/news/local/lake-geneva-and-other-lakefront-communities-contribute-additional-funding-to-geneva-lake-law-enforcement-agency/article_6ae10218-3272-5ca2-afb2-f3ac2e206ea4.html
1002540398	20200904	202009	2020	2020.6685	CHE	GENEVA	CHE								COP	LAW ENFORCEMENT AGENCY						COP			0	071	071	07	2	7.4	4	1	4	-0.51948051948052	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20210904141500	https://www.lakegenevanews.net/news/local/lake-geneva-and-other-lakefront-communities-contribute-additional-funding-to-geneva-lake-law-enforcement-agency/article_6ae10218-3272-5ca2-afb2-f3ac2e206ea4.html
1002540399	20200904	202009	2020	2020.6685	CHE	GENEVA	CHE								COP	LAW ENFORCEMENT AGENCY						COP			0	071	071	07	2	7.4	1	1	1	-0.51948051948052	3	Lake Geneva, Wisconsin, United States	US	USWI	WI127	42.5917	-88.4334	1581223	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	3	Lake Geneva, Wisconsin, United States	US	USWI		42.5917	-88.4334	1581223	20210904141500	https://www.lakegenevanews.net/news/local/lake-geneva-and-other-lakefront-communities-contribute-additional-funding-to-geneva-lake-law-enforcement-agency/article_6ae10218-3272-5ca2-afb2-f3ac2e206ea4.html
1002540400	20200904	202009	2020	2020.6685	EDU	PROFESSOR						EDU			USA	AMERICAN	USA								0	020	020	02	1	3.0	12	2	12	0.926508043975885	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20210904141500	https://www.durangoherald.com/articles/admirers-still-urging-sainthood-for-chaplain-killed-on-9-11/
1002540401	20200904	202009	2020	2020.6685	EDU	PROFESSOR						EDU			USA	AMERICAN	USA								0	020	020	02	1	3.0	4	2	4	0.926508043975885	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20210904141500	https://www.durangoherald.com/articles/admirers-still-urging-sainthood-for-chaplain-killed-on-9-11/
1002540402	20200904	202009	2020	2020.6685	USAEDU	UNITED STATES	USA					EDU			USA	AMERICAN	USA								0	020	020	02	1	3.0	4	2	4	0.926508043975885	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20210904141500	https://www.durangoherald.com/articles/admirers-still-urging-sainthood-for-chaplain-killed-on-9-11/
1002540403	20210828	202108	2021	2021.6521	AFGINSTAL	TALIBAN	AFG	TAL				INS			GOV	GOVERNMENT						GOV			0	030	030	03	1	4.0	6	1	6	-4.08163265306122	4	Panjshir, Panjshir, Afghanistan	AF	AF42	99939	35.2648	69.4687	-3389223	4	Panjshir, Panjshir, Afghanistan	AF	AF42	99939	35.2648	69.4687	-3389223	1	Qatar	QA	QA		25.5	51.25	QA	20210904141500	https://www.mirror.co.uk/news/world-news/least-17-killed-41-hurt-24909212
