1002296785	20200902	202009	2020	2020.6630	COP	PRISON						COP			IRQ	IRAQ	IRQ								0	112	112	11	3	-2.0	3	1	3	-12.2395833333334	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20210902234500	https://www.bbc.co.uk/news/world-us-canada-58427171
1002296786	20200902	202009	2020	2020.6630	COP	PRISON						COP			IRQ	IRAQ	IRQ								0	112	112	11	3	-2.0	2	1	2	-12.2395833333334	1	Syria	SY	SY		35	38	SY	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20210902234500	https://www.bbc.co.uk/news/world-us-canada-58427171
1002296787	20210803	202108	2021	2021.5836	AGO	ANGOLA	AGO								COD	DEMOCRATIC REPUBLIC OF THE CONGO	COD								0	084	084	08	2	7.0	2	1	2	-3.55329949238578	4	Catoca, Cuanza Sul, Angola	AO	AO06	4249	-10.15	14.9167	-2861679	4	Tshikapa, Kasaïccidental, Democratic Republic Of The Congo	CG	CG03	18585	-6.41915	20.7933	-2060970	4	Catoca, Cuanza Sul, Angola	AO	AO06	4249	-10.15	14.9167	-2861679	20210902234500	https://news.trust.org/item/20210902223123-skbsc
1002296788	20210803	202108	2021	2021.5836	CAN	VANCOUVER	CAN								CANCOP	CANADA	CAN					COP			1	130	130	13	3	-4.4	4	1	4	-8.42696629213483	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20210902234500	https://vancouversun.com/news/vancouver-police-seek-pacific-centre-groping-victim
1002296789	20210803	202108	2021	2021.5836	CAN	VANCOUVER	CAN								CANCOP	CANADA	CAN					COP			1	180	180	18	4	-9.0	4	1	4	-8.42696629213483	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20210902234500	https://vancouversun.com/news/vancouver-police-seek-pacific-centre-groping-victim
1002296790	20210803	202108	2021	2021.5836	CANCOP	VANCOUVER	CAN					COP			CAN	VANCOUVER	CAN								1	130	130	13	3	-4.4	6	1	6	-8.42696629213483	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20210902234500	https://vancouversun.com/news/vancouver-police-seek-pacific-centre-groping-victim
1002296791	20210803	202108	2021	2021.5836	CANCOP	VANCOUVER	CAN					COP			CAN	VANCOUVER	CAN								1	180	180	18	4	-9.0	6	1	6	-8.42696629213483	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20210902234500	https://vancouversun.com/news/vancouver-police-seek-pacific-centre-groping-victim
1002296792	20210803	202108	2021	2021.5836	GOV	KING						GOV													0	020	020	02	1	3.0	2	1	2	1.5748031496063	3	King County, Washington, United States	US	USWA	WA033	47.4665	-121.818	1531933	0								3	King County, Washington, United States	US	USWA		47.4665	-121.818	1531933	20210902234500	https://www.seattlepi.com/local/seattlenews/article/day-in-day-out-music-festival-loses-major-act-16432048.php
1002296793	20210803	202108	2021	2021.5836	GOV	KING						GOV			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	1.5748031496063	3	King County, Washington, United States	US	USWA	WA033	47.4665	-121.818	1531933	3	King County, Washington, United States	US	USWA		47.4665	-121.818	1531933	3	King County, Washington, United States	US	USWA		47.4665	-121.818	1531933	20210902234500	https://www.seattlepi.com/local/seattlenews/article/day-in-day-out-music-festival-loses-major-act-16432048.php
1002296794	20210803	202108	2021	2021.5836	LAB	STAFF MEMBER						LAB													0	020	020	02	1	3.0	10	1	10	-2.21238938053097	3	Culver City, California, United States	US	USCA	CA037	34.0211	-118.396	1652695	0								3	Culver City, California, United States	US	USCA		34.0211	-118.396	1652695	20210902234500	https://www.theepochtimes.com/los-angeles-teachers-union-calls-for-vaccine-mandate-and-stricter-covid-19-protocols_3979239.html
